Autor,Favs,RTs,Texto,Timestamp
amanda✨,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:09:29
nicoleana,0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 12:09:20
Arya,0,98093,RT @menistakan: bretman rock's opinion regarding the james charles drama yASSSSSSS he's literally DA BADDEST https://t.co/VWmgHK4jS9,2019-05-17 12:09:19
Big Pingu,0,1755,"RT @AngryYuna: Who did more for the beauty community?

RT for Shrek
Like for James Charles https://t.co/eclm2vzmnX",2019-05-17 12:09:13
𝐿 🌷,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:09:09
tyrone,0,295,RT @skskjenn: Shane Dawson on his way to interview James Charles for his new docu series: https://t.co/rpHLlD3Lkw,2019-05-17 12:09:01
nushiiieee,0,13928,"RT @hurdlermiller: Okay I’m done, this meme of Tati on James Charles wins https://t.co/djjxjDaVPj",2019-05-17 12:09:01
justjersey,0,3,RT @ellelovestea: Don't forget that Gabriel was on camera with Nikita for a minute or so in silence so he could be in her thumbnail so she…,2019-05-17 12:08:44
Lejla Hebibovic💛,0,0,"James Charles drama? 
What do you think??😳",2019-05-17 12:08:31
justjersey,0,7,"RT @ellelovestea: Nikita stans: ""Nikita Dragun is the queen of clickbait! It's not that deep, she didn't mention James or Tati in her video…",2019-05-17 12:08:30
SUDRÉ,1,0,@2019_predicts Imagine another James Charles type of scandal 😳,2019-05-17 12:08:25
Stephanie :),0,43,RT @sgfglaur: james charles putting his starbucks uniform back on after his career has been ended https://t.co/sZytiJuWFY,2019-05-17 12:08:23
✨stressed✨,0,0,"kinda shitty that logan paul made a video filming and joking about a suicide victim and only lost 38,000 subscriber… https://t.co/43BV7fgGVa",2019-05-17 12:08:13
Nhaum,0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 12:08:06
Henry Francis,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:07:59
Cona,0,0,james charles raped and murdered my clan :(,2019-05-17 12:07:55
Kenzie Rae,0,0,Tati's new video genuinely made me tear up. But I still hate James Charles.,2019-05-17 12:07:54
Aᥒgᥱᥣ Fᥲᥴᥱ,0,665,"RT @markflirts: who did more for the beauty community?

rt for mark lee
like for james charles https://t.co/DCymuDpzhA",2019-05-17 12:07:52
Aw fish,0,202,"RT @KEEMSTAR: I find it’s a bit strange Tati is asking for the Jame Charles Hate to stop when it already stopped &amp; he’s gaining subs. 

If…",2019-05-17 12:07:49
annie ™️🎗,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:07:45
Kenny (BT),0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 12:07:44
Tyler Staten,3,0,"James Charles: tryna smash? 
Straight Guy: nah I’m good I’m straight 
James Charles: https://t.co/gNiP0Dpr3i",2019-05-17 12:07:43
musa,2,0,@fentyfIop @katyperry @ArianaGrande @fentyfIop Model Jay Alvarrez says James Charles has “no game” after posting fl… https://t.co/rbHNr9QLrI,2019-05-17 12:07:42
Leeta O'Neil,0,22,"RT @KristanFrost7: me:  

all of social media:

ABORTION 😡

FUCK REPUBLICANS 🤬

James Charles ☕️

Save the earth 🥺♻️🌍 

ABORTION 😡

FUCK RE…",2019-05-17 12:07:38
one white boi,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:07:36
messica,0,6092,RT @KEEMSTAR: This is the best James Charles meme of them all! https://t.co/xq0fO5RaXU,2019-05-17 12:07:35
Rayn,0,1329,"RT @LVYNEii: who did more for the lbgt+ community?

rt for brendon urie
like for james charles https://t.co/P4Y7Tq8Ylj",2019-05-17 12:07:29
sas🌻,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:07:25
margo ⎊ endgame spoilers,0,0,@gormanseamus this is much more relevant if i have to watch one more james charles video i’m going to throw myself into the sun,2019-05-17 12:07:18
yiren,0,0,OMG 😳I can’t believe James Charles said this 😳😳 #EVERGLOW #Kpop https://t.co/KkxaZcivWa,2019-05-17 12:07:16
Maeflower,0,15783,"RT @MrShadly: Internet: ProJared and James Charles get canceled

Bill Nye Swears

Mr.Ratburn is gay

Me: https://t.co/F5ewmIEVP4",2019-05-17 12:07:09
Amber❤️,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 12:07:03
esmée 🦋,0,0,ugh that whole james charles drama is getting on my nerves,2019-05-17 12:07:03
Aw fish,0,55,RT @est_doll: The Tati and James Charles situation at this point 😂 https://t.co/HuBb40085i,2019-05-17 12:06:53
Last name Tran,0,0,"James charles lost 3 mil subs, that was fuckin quick",2019-05-17 12:06:49
𝐦𝐚𝐝𝐝𝐢𝐞,0,387,"RT @hearts_seavey: Who has done more for the beauty community?
RT for Christina Marie 
LIKE for James Charles https://t.co/16IDdZD6gK",2019-05-17 12:06:49
NovaFade,0,0,@KEEMSTAR @MrBeastYT Time for Morgz to start loosing subs like James Charles 😂,2019-05-17 12:06:40
𝓐𝓼𝓱,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:06:35
elliot,0,24987,RT @Clochardonnay: James Charles making an 8-minute apology video to Tati’s 43-minute masterpiece and only addressing the sugar bear hair i…,2019-05-17 12:06:31
𝘫𝘢𝘤𝘰𝘣🐠,0,22699,"RT @wwxslut: James charles: racist

y'all: sleep

James charles: transphobic 

y'all: sleep

james charles: sells out his friend 

y'all: s…",2019-05-17 12:06:13
em dmrs,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:06:11
𝐚𝐧𝐧𝐢𝐞 𝐥𝐨𝐯𝐞𝐬 𝐬𝐚𝐧,0,29,"RT @yunhwart: James Charles : 
- transphobic 
- hunt on straight guys 
- charges $500 for a m&amp;g 
- can’t sing

Choi San :
- isn’t trans/hom…",2019-05-17 12:06:10
Jenna Redfield of Twin Cities Collective,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:06:10
violeta bjerk,0,334,"RT @ENewberry3: James Charles: I cant be touched iM a CeLebRiTy

Tati: hold my vitamins",2019-05-17 12:06:08
Dilara Alkan,0,7624,RT @scarletcunt: Tati seeing James Charles 2 years later roaming the streets of LA https://t.co/Xk4yAQslbf,2019-05-17 12:06:07
Matthew²,0,25,RT @viictoriiaa_a: Can we stop focusing on the whole stupid ass James Charles and Tati drama and pay attention to bigger issues like the fa…,2019-05-17 12:06:03
gerby 😠,0,0,I spent scrolling 6 mins through .y gallery to find crusty james charles pic to accodomate this picture and i still… https://t.co/JtE9xpmPTH,2019-05-17 12:06:00
Annalee♡,0,463,"RT @platonicherron: JAMES CHARLES AND TATI WESBROOK REALLY JUST-

now that i have gotten your attention, kiano is a three year old child th…",2019-05-17 12:06:00
hwon is depressed,0,665,"RT @markflirts: who did more for the beauty community?

rt for mark lee
like for james charles https://t.co/DCymuDpzhA",2019-05-17 12:05:52
mas Pras,0,204,RT @nisyaherryson: James Charles lose 4 millions subscribers and 400k followers due to his dumbness. ppl leave his ass. meanwhile here in M…,2019-05-17 12:05:49
Atlanta Tips,0,0,"James Charles and Tati Westbrook: the beauty YouTuber drama, explained - https://t.co/u6bcLGvT6B https://t.co/H8CBS9dhYP",2019-05-17 12:05:47
ThatGuy,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:05:45
Tea addict,0,121987,"RT @hxneysvckle: JAMES CHARLES’ RESPONSE TO TATI WAS

ok now that I have your attention, Georgia and Ohio are trying to make not only abort…",2019-05-17 12:05:36
hochy,0,0,@JeffreeStar @Ninja oh god don’t pull a james charles on em,2019-05-17 12:05:35
Carolina,0,13111,RT @trumansoph: Straight men are mad at James Charles for trying to get with straight guys yet y’all are happy to say to gay girls ‘I recko…,2019-05-17 12:05:27
Brynn Elaina💖,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:05:22
maki // nsfr,0,0,first it was james charles and tati now its this.. i have nothing to say but just stream boy with luv for clear skin,2019-05-17 12:05:21
2019 Predictions,653,17,James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:05:17
GenericUsername,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:05:10
belle watched endgame ☀️,0,0,@17_wafiy who in the world is aliff aziz? first james charles- now aliff aziz https://t.co/ZL50JwTaQm,2019-05-17 12:05:09
Name cannot be blank,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:05:08
Jaimy,0,0,I wish my weight would drop as fast as James Charles subs lmao,2019-05-17 12:05:07
Supernova,0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 12:04:59
HerMajesty🥀,0,16,"RT @sraihane1: I’m glad Tati Westbrook’s acknowledges how hurtful y’all have been to James Charles. He’s made mistakes, but shit the intern…",2019-05-17 12:04:58
wolf,0,332,"RT @childshbenjino: Which one has turned more people gay?

RT for the furry fandom 
Like for James Charles https://t.co/cs4CebKKyu",2019-05-17 12:04:51
Beri💕 || Nsfr || boo 💅🏽💅🏽,0,131,"RT @Taes_mustache: straight man, startled: did something just...did something just pinch my ass cheek???

james charles, under his bed:http…",2019-05-17 12:04:46
James Nidd ⚔️,0,1,RT @alistair_harvey: When James Charles Thot drops into your dms https://t.co/QDOix7D92H,2019-05-17 12:04:21
Old Square Wheels,0,22733,"RT @AlexHilbert_: Who did more for gay rights?

Retweet for Mr. Ratburn, like for James Charles https://t.co/5vZ8w1R5Vb",2019-05-17 12:04:21
𝙡𝙞𝙨𝙖ˡᵒᵛᵉˢ ʸᵃᶰʲᵘᶰᶰᶤᵉ,0,36,RT @fccseshgoggles: lin yanjun did more for the beauty community than james charles ever did and thats the tea https://t.co/FWCn0Bhi3v,2019-05-17 12:04:11
J lowe,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:04:11
🌙,0,0,"@getwellavenue ariana hates james charles
ooF tea spilled",2019-05-17 12:04:01
RLC,0,55,RT @est_doll: The Tati and James Charles situation at this point 😂 https://t.co/HuBb40085i,2019-05-17 12:03:55
T💗,0,79,RT @bruhitssummerrr: we need to cancel these men like we did James Charles  #AbortionIsAWomansRight https://t.co/VgLHZdZ3nE,2019-05-17 12:03:49
Farah🐢,1,0,"So I said this and the James Charles supporters snapped 
Who’s gonna tell them I don’t like him🤭 https://t.co/GDIZ0N4YlJ",2019-05-17 12:03:46
Katrina,0,17550,RT @NoThisIsCarson: Tati to James Charles when he was talking about sucking dick at her birthday dinner https://t.co/jbrpWqLcYQ,2019-05-17 12:03:41
Sean 💎,2,0,stop tweeting me about james charles by 2050 the ocean will have more plastic than fish,2019-05-17 12:03:39
Bally Singh,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:03:35
Free bobby shmurda,0,58646,"RT @trashythot: in honor of this james charles scandal i’m offering everyone who retweets this $1,000 if we can get him down to 1 million s…",2019-05-17 12:03:28
Arya Don't Play With Me Stark,0,0,That James Charles thing is stupid. That is an old grown woman calling out a 19 year old boy that she has only know… https://t.co/E0SRDy7Jef,2019-05-17 12:03:27
Declan Mcgill,0,919,RT @grandayy: What am I supposed to do if I wasn't subscribed to James Charles in the first place?,2019-05-17 12:03:25
Tvtime25 Official,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:03:21
miranda,1,0,James Charles making his way to Fox News https://t.co/6tc1trxLrj,2019-05-17 12:03:16
THOMFXLL,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 12:03:05
KaivianHines,0,212,RT @andrewzigler: James Charles starting his new job at Applebee’s after the whole Tati thing blows over https://t.co/g8LJReL8bk,2019-05-17 12:03:03
HN,0,166,RT @adam22: just watched this new Tati video. so she destroyed James Charles' career and now she wants us to feel bad for her bc she feels…,2019-05-17 12:02:40
『 𝙎𝙖𝙡𝙬𝙖 』 :·,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:02:32
🦄𝓑𝓾𝓫𝓫𝓵𝓮𝓼🦄,0,3,"RT @SohailBuddy: tati last week: cancel James Charles 

tati this week: I didn't mean like that lol silly gooses

tati next week: *vacating…",2019-05-17 12:02:25
TheShyestGuy,0,25,"RT @Zulimations: who did more for the LGBT community
like for James Charles
RT for SSBU Angry Sun https://t.co/UrgimZzZbo",2019-05-17 12:02:24
BlueFluffy_Unicorn,0,332,"RT @childshbenjino: Which one has turned more people gay?

RT for the furry fandom 
Like for James Charles https://t.co/cs4CebKKyu",2019-05-17 12:02:21
BuzzFeed UK,4,1,13 alleged messages and screenshots from James Charles that have surfaced since the Tati scandal… https://t.co/NJjFhrwssC,2019-05-17 12:02:00
veri,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 12:01:53
dominica 🌻,0,220,"RT @kalliehatton: James Charles             J.K. Rowling 
                              🤝
         making straight people gay",2019-05-17 12:01:51
tasteless ฅ^•ﻌ•^ฅ,0,2,"RT @MorganJerkins: This is so odd. You make a 43-minute video because you couldn't get in touch with a person, and now you make a 18-minute…",2019-05-17 12:01:49
🦄𝓑𝓾𝓫𝓫𝓵𝓮𝓼🦄,0,2,"RT @Victoria_2cano: What the fuck does it matter if James Charles likes straight boys, obviously they ain’t straight if they’re into it. An…",2019-05-17 12:01:46
"𝓈𝒶𝓂𝒶𝓇𝒶, 𝓈𝒽𝑒/𝒽𝑒𝓇",0,111,"RT @patricksdadhats: Who fake cried better: 
RT for                          Like for 
Patrick                          James 
Stump…",2019-05-17 12:01:43
Ayenzie,11,0,@EASPORTSFIFA @kaihavertz29 @Bundesliga_EN @bayer04_en Use me as a James Charles kissed you like to undo button,2019-05-17 12:01:36
mackenzie junior,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:01:34
Katrina,0,9084,RT @MrBrandonCotton: this is my favourite video from the tati and james charles drama https://t.co/0nKT609gUp,2019-05-17 12:01:33
ROSÉ,0,518,RT @jeonsnchu: me doing the chorus of kill this love to james charles' apology 🖤 https://t.co/C0aeXmVxIf,2019-05-17 12:01:17
peach🐰💊 // k-12,0,343,"RT @PopCrave: Tati Westbrook calls for an end to the ''abuse'' against James Charles in new YouTube video: 

""I don't hate James Charles. I…",2019-05-17 12:01:14
Cold Boba and 63 others,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:01:12
seeing shawn in october gah damn,0,76,"RT @hurricane_colby: Bitches are really STILL gonna hate on James Charles after Tati said not to...it’s me, I’m bitches.",2019-05-17 12:00:59
conservatard 2k3,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:00:55
fleur,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 12:00:48
lyn,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 12:00:48
Imperial Briton ➡️,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:00:45
bts’ child,0,51,RT @jadexreynard: Tati sending all James Charles ex subscribers back to his channel https://t.co/Dlw7L2ZRQ5,2019-05-17 12:00:34
Gaby,1,0,"@lucytobuttx Eh Lucy I agree but James Charles also used his social position to validate being inappropriate, not m… https://t.co/kbZSnzizPg",2019-05-17 12:00:30
Ar1k 🍭,0,0,This whole James charles thing needs to stop. It’s all over the place. And honestly grown ass people hanging up on… https://t.co/F0ZsqLsxUo,2019-05-17 12:00:28
bts’ child,0,122,RT @LOVELEFLEUR: how y’all be looking resubbing to james charles after tati said she wasn’t trying to cancel him https://t.co/ZhdV3GUtvY,2019-05-17 12:00:24
👑,0,27572,RT @jessasss: James Charles at Tati’s birthday party with all of her family and childhood friends be like: https://t.co/EkJfxrAGDK,2019-05-17 12:00:19
bts’ child,0,112,RT @HannahPasques: Me waking up at 1am to see that Tati uploaded another video james Charles  https://t.co/mWWFdvp44j,2019-05-17 12:00:18
𝘱𝘢𝘥𝘴,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:00:14
TheSoreIka,2,0,Using a friend's downfall for clickbait views? What kind of friend are you? That's just fucked up that James Charle… https://t.co/luGDt6ket0,2019-05-17 12:00:12
bts’ child,0,212,RT @andrewzigler: James Charles starting his new job at Applebee’s after the whole Tati thing blows over https://t.co/g8LJReL8bk,2019-05-17 12:00:05
Angrio,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:00:03
cass 🌈,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 11:59:59
Zach,0,2,"RT @SaintFortnite: Straight man: *breathes*

James Charles: https://t.co/gODGHapRx1",2019-05-17 11:59:54
EpicDoge,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:59:54
eva💜,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 11:59:53
[meggy],0,37,RT @amccooo: So James Charles and Tati has... Now that I have gotten your attention I would like to point out that our earth is dying and i…,2019-05-17 11:59:52
bts’ child,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 11:59:44
MySundra,0,0,The #jamescharles and  #TatiWestbrook drama is continuing. I wrote about what @GlamLifeGuru can do to help the situ… https://t.co/JvQXLSlwUM,2019-05-17 11:59:39
aneyna @ going fᵣᵢCₖᵢₙG Fₑᵣₐₗ over ʸ ᵒ ᵍ ᵘ ʳ ᵗ,0,15783,"RT @MrShadly: Internet: ProJared and James Charles get canceled

Bill Nye Swears

Mr.Ratburn is gay

Me: https://t.co/F5ewmIEVP4",2019-05-17 11:59:35
that bitch,0,212,RT @andrewzigler: James Charles starting his new job at Applebee’s after the whole Tati thing blows over https://t.co/g8LJReL8bk,2019-05-17 11:59:34
nakakabadvibesnarants,0,0,@2019_predicts the way james charles apologize with a very decent and formal voice makes his whole shit look fake...,2019-05-17 11:59:29
Kat,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:59:27
Ana,0,0,@3xposingbrennen why would he do that. that's going to be another James Charles vs tati drama and I think his whole… https://t.co/w8vSF4ReSr,2019-05-17 11:59:26
Krispy,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:59:21
MIKO 💙,0,15,RT @innaabejo_: from james charles to drian bautista to mika salamanca. mygosh social media world,2019-05-17 11:59:20
BR,0,0,"James Charles and Tati Westbrook: the beauty YouTuber drama, explained - https://t.co/68fZffeUkj https://t.co/rdzengBOU4",2019-05-17 11:59:15
Dominik prpic,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:59:10
Boomer5O99,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:59:09
VF Aqua🕊,0,169,"RT @Butt__Bear: who did more for the LGBTQ+ community?

RT for Fat Yoshi
Like for James Charles https://t.co/b1svsn4RTx",2019-05-17 11:58:54
Jake Kocher,0,1366,RT @greentoepalacio: The Unedited Footage From The James Charles Apology Video. https://t.co/Vhb8DlwajQ,2019-05-17 11:58:52
torso evans,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:58:50
Jaimie,0,0,the fact that James Charles is only a year older than me kinda freaks me out,2019-05-17 11:58:47
ahleA,0,1397,"RT @noise_account: like for james charles
rt for a literal fucking picture of nothing https://t.co/I4F13abWBO",2019-05-17 11:58:44
ᴹʸʳᵃ ᵂⁱᵗʰ ᴸᵘᵛ,0,293,RT @_ariiiianna: i don’t give a fuck about james charles i’m trying to find out if lia marie johnson is fucking okay,2019-05-17 11:58:42
RacerProHGR,0,0,"@KisuChan_ I watched YouTube, I learned about James Charles",2019-05-17 11:58:40
Stannah Montana,0,0,@jaywebkinz @DamagedBttm She thinks she’s James Charles,2019-05-17 11:58:33
fernando✨,0,17550,RT @NoThisIsCarson: Tati to James Charles when he was talking about sucking dick at her birthday dinner https://t.co/jbrpWqLcYQ,2019-05-17 11:58:20
vel,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 11:58:19
NetworkofNews AUS,0,0,Logan Paul comes to James Charles DEFENSE amidst this current scandal. PLUS the sister squad is officially CANCELLE… https://t.co/zCeq1U8ux1,2019-05-17 11:58:17
nakakabadvibesnarants,0,1305,"RT @2019_predicts: i understand a lot of people hate james charles but sending death threats, wishing someone was dead and saying you’re go…",2019-05-17 11:58:11
Epsilon_S,0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:58:11
Nemo,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:58:09
Domie D,0,0,James Charles trying to turn straight man gay https://t.co/APMpbgoFeS,2019-05-17 11:58:02
Lis is going through phases | May 24,0,232,"RT @amorhonoret: who did more for the beauty community?

rt for prettymuch 
like for james charles https://t.co/5XNADVp9b6",2019-05-17 11:58:02
Brittany Smith,0,0,"James Charles cancelled bc of being a ""predator""? 🤔 Not so fast 🧐 some of those tweets are garbage and don't have a… https://t.co/bGHbpgLAYP",2019-05-17 11:57:59
Haley,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:57:59
Jesse,0,2994,RT @DolanDark: James Charles: The Movie https://t.co/pZG8qYU7r3,2019-05-17 11:57:55
⨳FedoraSlayer🌲,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:57:53
T💗,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 11:57:51
bts’ child,0,50,"RT @juliakroesler: Tati: Completely drags James Charles in 40 minute video talking about how bad of a person he is

James: Loses 4 million…",2019-05-17 11:57:50
Chidders,0,97,RT @becservin: so sad how the james charles drama has gotten more attention than the fact the worlds gunna be over in 20 years x,2019-05-17 11:57:43
VolfenTheFox,0,25,"RT @Zulimations: who did more for the LGBT community
like for James Charles
RT for SSBU Angry Sun https://t.co/UrgimZzZbo",2019-05-17 11:57:25
Han🥀,0,1,"RT @wetheunicorns: People are leaking texts allegedly sent by James Charles after the Tati drama.

https://t.co/aDZWhNTbWP https://t.co/Dnp…",2019-05-17 11:57:23
santitonixd,0,314,"RT @CookieMonstrGod: Who is a better influence on the YouTube community 

rt for peppa pig
like for James Charles https://t.co/0Bx3dbBsh4",2019-05-17 11:57:17
🌙  kat 🌙,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 11:57:16
💮Jhade,0,15464,"RT @alfiexrose: okay i get that everyone is mad at james charles but he actually made a good point here, https://t.co/qkGJjXy47I",2019-05-17 11:57:13
Kiki ♡,1,0,@shanedawson @Natalia96198339 Hate has been spread and damage has been done and I sincerly hope tatis followers are… https://t.co/O4bqCd5CGA,2019-05-17 11:57:13
CHAN,0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 11:57:03
𝙏𝙝𝙚𝙇𝘽𝙖𝙡𝙡,0,0,@The_Macbook_Man @NeverMicrosoft @ElmoIsNowGod @JobssParody James Charles has joined the chat,2019-05-17 11:57:01
-,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:56:58
jarvis,1,0,james charles is on his way https://t.co/23oayZ55aU,2019-05-17 11:56:55
chin,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 11:56:53
Sleep in the DDAENG #btsnoticemamamoopls,0,22206,"RT @natmxrvel: Who is a better influence on the YouTube community 

rt for a piece of fucking celery
like for James Charles https://t.co/WC…",2019-05-17 11:56:47
d,0,270,RT @Elix_9: The straight men in James Charles’ basement https://t.co/TqMFbM7dOa,2019-05-17 11:56:46
ﾌ卂丂卩,0,1397,"RT @noise_account: like for james charles
rt for a literal fucking picture of nothing https://t.co/I4F13abWBO",2019-05-17 11:56:42
Kathryn O'Brien,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 11:56:31
small man big hug,0,0,Probs because of the YouTube drama that’s been going on but I had a dream that James Charles was flirting with me a… https://t.co/UI2BazVdNQ,2019-05-17 11:56:30
j.,1,0,Can we stop panicking about James Charles hitting on straight men? Like that’s the worst he’s done then im okay wit… https://t.co/YOLxEiyMe5,2019-05-17 11:56:27
