Autor,Favs,RTs,Texto,Timestamp
💜 𝓂𝑜𝑜𝓃𝒸𝒽𝒾𝓁𝒹 🌙,0,3152,"RT @cryinqueen: who did more for the beauty community? 

rt for rogerina
like for james charles https://t.co/xbTxPWQThN",2019-05-17 12:35:45
emo girl,0,0,or was it from james charles...? https://t.co/noNJiNEzfv,2019-05-17 12:35:39
Guno,0,0,"@notjkook WAIT why suddenly James Charles, is he one of the clown species? 🤡",2019-05-17 12:35:36
AT,0,0,"I honestly don’t care who James Charles has messaged, why is everyone so intrigued ????",2019-05-17 12:35:35
Test Failed AKA Agent Ink,0,595,"RT @dumthiccthanos: Who did more for the beauty community? 
Rt for thanos 😩
Like for james charles 😡😡 https://t.co/IuanSli3b9",2019-05-17 12:35:23
🌻,0,74,"RT @lindaquaria: James Charles : 
- transphobic 
- hunt on straight guys 
- charges $500 for a m&amp;g 

Vanessa Vanjie Mateo :
- kind and acce…",2019-05-17 12:35:20
👺,0,0,"@iFURRlES same someone was like ""i just hope we don't wake up one day to see sth like 'James Charles found dead in… https://t.co/4DWhNunJEQ",2019-05-17 12:35:18
Jack,0,345,RT @RoyBrandoo: James Charles looking at everyone use the girl Snapchat filter https://t.co/NVGux8LdfW,2019-05-17 12:35:14
Ian Roberts,0,13928,"RT @hurdlermiller: Okay I’m done, this meme of Tati on James Charles wins https://t.co/djjxjDaVPj",2019-05-17 12:35:13
Tidywork Studio,1,0,This CGI was produced to help visualise an exciting new renovation project by Charles James Developments Group |… https://t.co/aovSR6wDkf,2019-05-17 12:35:12
C🅾️👌y 🅱️,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:35:10
Av,1,0,see if folk could stop talking about James Charles or any other shitty celebrity that’s done wrong and realise ther… https://t.co/tsr59VqwaD,2019-05-17 12:35:09
Dyl𖤐,4,1,James Charles when he makes his next youtube video https://t.co/tsrxpW30j9,2019-05-17 12:35:09
Mae,2,0,I'm losing friends as fast as James Charles is losing subscribers lmao love that xxx,2019-05-17 12:35:09
🇭🇷🇻🇦,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:35:06
JK.,0,1,@wangzyunhao James Charles who? We don't know about him.,2019-05-17 12:35:01
"Love, Luis ✨",0,9084,RT @MrBrandonCotton: this is my favourite video from the tati and james charles drama https://t.co/0nKT609gUp,2019-05-17 12:35:00
milly,3,0,i’m fed up of hearing about james charles let’s talk about how great chelsea peretti is instead,2019-05-17 12:34:56
han,0,9084,RT @MrBrandonCotton: this is my favourite video from the tati and james charles drama https://t.co/0nKT609gUp,2019-05-17 12:34:43
dani | K-12 IS COMING,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:34:39
ruth,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:34:36
👨🏻Mr.Kennedy👨🏻,0,211,RT @andrewzigler: James Charles starting his new job at Applebee’s after the whole Tati thing blows over https://t.co/g8LJReL8bk,2019-05-17 12:34:27
Test Failed AKA Agent Ink,0,483,"RT @Richie_Crypto1: Which is better 
Like for James Charles 

Retweet for a fricking dot https://t.co/NI4WESDtXD",2019-05-17 12:34:20
cai,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:34:20
Vivian Wang ✨,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:34:11
HighofftheSenzu,0,345,RT @RoyBrandoo: James Charles looking at everyone use the girl Snapchat filter https://t.co/NVGux8LdfW,2019-05-17 12:34:01
k💓💞💖,1,0,am i the only person on this earth that doesn’t believe james charles has tried to abuse or rape anyone ?,2019-05-17 12:33:55
Time In A Tree,0,6768,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:33:54
Cj eston,0,5,"RT @samcooke40: I want everyone to stop the hate on James Charles, people make mistakes and I forgive him. Don’t send him any hateful messe…",2019-05-17 12:33:50
Abby,0,0,Is anyone else annoyed about the whole James Charles and Tati shit.....,2019-05-17 12:33:33
cristina ✰,0,12,"RT @Lizalonso03: I get it drama with james charles and Tati is juicy, but sis!!! the earth is dying and anti abortion laws are being passed…",2019-05-17 12:33:33
𝐢𝐬𝐚𝐛𝐞𝐥𝐥𝐚💜,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 12:33:21
Lou 🎀,0,0,I know james charles has been a snake and that and youre allowed to dislike him but please think what all this verb… https://t.co/iia8ghHhrZ,2019-05-17 12:33:07
adry,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:33:02
훙첸린 is always crying about min yoongi,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:32:56
Shooketh ☕️,0,3,RT @ellelovestea: Don't forget that Gabriel was on camera with Nikita for a minute or so in silence so he could be in her thumbnail so she…,2019-05-17 12:32:54
Aydenn,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:32:53
abritishteabag,0,6768,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:32:52
"SaaasPhelis, Yeah",0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:32:44
King Ass Eater (Zell),0,0,I honestly don't care about the bad press around James Charles. He's had this coming for a while now.,2019-05-17 12:32:32
Alexandra,0,39,"RT @BismuthPrince: @gabrielzamora MannyMUA gets canceled because of ""My Truth""
Gabriel: Keep it up
James Charles gets canceled because of ""…",2019-05-17 12:32:30
karumanchi krishna,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:32:30
Mary Stanley,0,3,RT @kevindroniak: me during all of the james charles drama https://t.co/byAWel3s37,2019-05-17 12:32:28
Kiara,0,13111,RT @trumansoph: Straight men are mad at James Charles for trying to get with straight guys yet y’all are happy to say to gay girls ‘I recko…,2019-05-17 12:32:19
Shooketh ☕️,0,7,"RT @ellelovestea: Nikita stans: ""Nikita Dragun is the queen of clickbait! It's not that deep, she didn't mention James or Tati in her video…",2019-05-17 12:32:18
bizzle bieber,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 12:32:16
Snowcachew,0,6768,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:32:12
martina 🤟,0,256,"RT @lovelinevivi: james charles:
- does not have a viral fancam

park jihyo:
- has a viral fancam

ladies I think we know who really won !…",2019-05-17 12:32:07
Jessie McCurdy🌻,1,0,So sick of my timeline being about abortion and James Charles 🙄,2019-05-17 12:32:05
noah😝,0,0,when is shane dawson gonna cover the james charles scandal? #tea,2019-05-17 12:32:05
Rachel,0,23995,"RT @repugaytion22: Me: has never watched any beauty influencer videos doesn’t have a single clue about anything makeup related whatsoever
M…",2019-05-17 12:32:04
BuzzFeed UK,0,0,There's no one to root for in the James Charles drama https://t.co/cCVn3jbDDY,2019-05-17 12:32:00
Andrew,2,0,Someone said this was James Charles working at Golden Corral when his career dies off https://t.co/SL2RdcOj0G,2019-05-17 12:31:57
Raven__Smith,0,1,"RT @BritishVogue: British Vogue columnist, @Raven__Smith, reflects upon the week in which North West made her directorial debut,  a war was…",2019-05-17 12:31:57
The World's Largest Color,0,0,I carefully step and begin to erratically change positions but James Charles lightly paces and cries away from me.,2019-05-17 12:31:52
Maddi Salazar,1,0,james charles is buying subs again 💀 oh my,2019-05-17 12:31:46
𝚑𝚎𝚗𝚛𝚢,0,206,RT @PopCrave: Model Jay Alvarrez says James Charles has “no game” after posting flirty DM he received from James Charles. https://t.co/Hk24…,2019-05-17 12:31:42
jakwe 🔬,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:31:41
THE MAD QUEEN🐉,0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 12:31:40
mars,0,0,@disneyonfilm @papajchns Maybe when James Charles goes desperate and donates to people for fans,2019-05-17 12:31:38
arianatordreams,0,2,RT @AgirlHasNoNameI: Barbie telling us how to forgive James Charles 😂😂😂 https://t.co/cp2YqMikLT #JamesCharles 😂😂,2019-05-17 12:31:35
(Child of Thanos) Shardyx on YouTube,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:31:26
Sonia So,0,0,Tati Westbrook Announces YouTube Hiatus Following James Charles Feud https://t.co/mxWKUhU4Yw,2019-05-17 12:31:25
Rachel,0,17243,"RT @contrarosy: laura lee: i had the worst apology video of all time 

james charles: https://t.co/hB92tXixZH",2019-05-17 12:31:16
Blue,0,0,Anyone else bored of the James Charles shit yet?,2019-05-17 12:31:15
jackson kaser,0,0,@c_peezey don’t forget james charles,2019-05-17 12:31:11
lou exams💜 SOPH’S DAY,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 12:31:06
• ZEBABY •,0,0,NIKITA DRAGUN LEGIT PROFITTING OF JAMES CHARLES' SCANDAL NDHDIDHDKDHDKDB we all thought she was gonna make another… https://t.co/Xs2JZxGVtJ,2019-05-17 12:31:06
Imraan,3,2,These pressed liberal muslims need leave my mentions and focus on fixing homosexual predators like James Charles.,2019-05-17 12:30:54
ev 💞 Minki!!,0,0,ok but seriously cut the james charles part out this au wld be good i guess,2019-05-17 12:30:49
Jazz,0,0,"WHY DOES EVERYONE GIVE A FLYING FUCK ABOUT JAMES CHARLES

Shut up about it already",2019-05-17 12:30:40
Is Me a Real Person? and 98 others,0,0,"All of you WILL HATE me but James Charles' vids are actually really entertaining. 

Minus the speech on every intro. 👍",2019-05-17 12:30:37
バードオブパラダイス,0,5,RT @OhhMyKawaii: im so sick of seeing james charles drama eVERYWHERE &gt;:( i no longer support james charles but boi Tati gives me really bad…,2019-05-17 12:30:31
ev 💞 Minki!!,0,0,only kind to the boy and no one else. However Soon fell inlove with the latter despite his serveral claims of not h… https://t.co/9s6jgSCf7g,2019-05-17 12:30:29
Scooby Hitchcock,0,0,"James Charles, Tati Westbrook, and the feud that’s ripping apart YouTube’s beauty community https://t.co/CGpcwgKqin",2019-05-17 12:30:16
DIΞGO RDZ,0,2994,RT @DolanDark: James Charles: The Movie https://t.co/pZG8qYU7r3,2019-05-17 12:30:12
ALXMDYKR,0,56715,RT @soulpusssy: me trying to explain the tati-james charles drama to my boyfriend https://t.co/mK9DsqS4k7,2019-05-17 12:30:10
Voctir,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:30:08
sam 🌙,0,4,"RT @SteephanieMarie: Tati: spilled the James tea and gained 4 million subs in 3 days

James Charles: palettes being returned, Merch supplie…",2019-05-17 12:30:06
Jessica Thomas 💜,0,202,"RT @KEEMSTAR: I find it’s a bit strange Tati is asking for the Jame Charles Hate to stop when it already stopped &amp; he’s gaining subs. 

If…",2019-05-17 12:29:58
jacks_noodles,1,0,The Dolan twins are gonna get more subscribers then James Charles,2019-05-17 12:29:50
Beth Clements,0,4,RT @emilygeere: i know that James Charles has made some mistakes but i don’t believe that anyone deserves to suffer this much 😔,2019-05-17 12:29:50
ViewerDiscretion,0,6768,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:29:37
bmontero 🌐,0,13928,"RT @hurdlermiller: Okay I’m done, this meme of Tati on James Charles wins https://t.co/djjxjDaVPj",2019-05-17 12:29:35
alexis,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:29:32
Chi ☆ don’t know why but miss tetsu a lot,0,407,"RT @maogiciansplay: yall who did more for the beauty community?

RT for Arashi Narukami 
Like for James Charles https://t.co/oO6lv70aIM",2019-05-17 12:29:31
Gemi,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:29:24
🚶,0,3528,"RT @sivemortenlol: JK Rowling       James Charles
                     🤝
             You are gay",2019-05-17 12:29:17
GreedyForLove,2,2,Barbie telling us how to forgive James Charles 😂😂😂 https://t.co/cp2YqMikLT #JamesCharles 😂😂,2019-05-17 12:29:13
Teresa,0,0,James Charles trying to get the straight men to fall in love with him https://t.co/vD9sWR2nxK,2019-05-17 12:29:05
feenian,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:29:02
Samui Tempest,0,0,"@NikitaDragun You. Just. Proved. That. Tati. Was. Right. About. James. Charles. Problematic. Friends. 

Sis why",2019-05-17 12:29:01
Reid burton,0,1,RT @grace_henry6: Who is this James Charles fellow I keep hearing about and what had he done,2019-05-17 12:28:59
ELLE Magazine (US),11,0,Tati Westbrook Announces YouTube Hiatus Following James Charles Feud https://t.co/7Z9C3y80Qm,2019-05-17 12:28:47
meriah,0,76,"RT @hurricane_colby: Bitches are really STILL gonna hate on James Charles after Tati said not to...it’s me, I’m bitches.",2019-05-17 12:28:46
Chloe Elumeze-Smith,0,211,RT @andrewzigler: James Charles starting his new job at Applebee’s after the whole Tati thing blows over https://t.co/g8LJReL8bk,2019-05-17 12:28:40
♥️𝔍𝔲𝔰𝔱𝔦𝔫𝔢  𝔉𝔯𝔢𝔲𝔫𝔡♥️,0,129,"RT @AshlyeKyle: 🔴Retweet... Doing another Follow Spree for all I miss! 🔴

Tati SPEAKS OUT On James Charles... AGAIN https://t.co/Nphm2c4tNi…",2019-05-17 12:28:30
Ana Villafuerte,0,6769,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:28:21
bliss,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:28:20
grace,0,2474,RT @dianaismynamess: Tati Westbrook after James Charles comes to her door begging for her forgiveness  https://t.co/XrBCjdEPOv,2019-05-17 12:28:19
indaddy,0,28701,RT @KateGabrielson: shane dawson on his way to james charles’ house to make a series about sexual predators https://t.co/PiiRvQL3sq,2019-05-17 12:28:16
c,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 12:28:13
TheNewF,0,0,Tati Westbrook Announces YouTube Hiatus Following James Charles Feud #look #moda #fashion #mode Thanks to Elle… https://t.co/AAUzUizLJm,2019-05-17 12:28:12
the messiah,1,0,my twitter today is just abortions james charles and grumpy cat,2019-05-17 12:28:11
zetty.,0,2164,RT @EmmaLabatt: do i give a fuck about james charles? no. do i know who tati is? never heard of her. did i watch a 45 minute video she made…,2019-05-17 12:28:07
☁,0,25,RT @viictoriiaa_a: Can we stop focusing on the whole stupid ass James Charles and Tati drama and pay attention to bigger issues like the fa…,2019-05-17 12:28:06
Anna Biggart,0,15,RT @hatunozkul: I’m so glad James Charles and Jeremy Kyle have been cancelled. The next J I want cancelled is Jwhite men making abortion la…,2019-05-17 12:28:06
♡𝕟𝕒𝕥𝕒𝕝𝕚𝕖♡,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 12:27:58
riley husky,0,332,"RT @childshbenjino: Which one has turned more people gay?

RT for the furry fandom 
Like for James Charles https://t.co/cs4CebKKyu",2019-05-17 12:27:55
RosiKiwi: Commissions opening june 1st,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:27:53
Phoebe,0,0,I would like to go back a few weeks to when Abortion was legal and there was no James Charles tea 🤙,2019-05-17 12:27:49
BLACKPINK PAVED THEIR OWN WAY,0,0,Why did james charles start gaining again after tati's new video? Is he buying subs or are people turning on tati now? I can't keep up.,2019-05-17 12:27:48
ItsNess,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:27:39
2INSANE4U-V2 (Ready for #SuperMarioMaker2),0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 12:27:37
Justin,0,1198,RT @NolanR: How James Charles convinces straight guys they’re gay https://t.co/yGRlKEfW9d,2019-05-17 12:27:35
Kyleigh • XPLR,0,6634,RT @sebtsb: so... last year i used to watch james charles quite a bit &amp; i knew i was heading to LA so i thought i’d dm him &amp; see if he want…,2019-05-17 12:27:35
jasmin,0,18,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:27:32
Ded Pat,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:27:20
MrsFizzyDisaster,1,0,I just saw someone put their James Charles palette on Facebook Marketplace for $30 😹😹,2019-05-17 12:26:51
Archie,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:26:41
hani haddad,0,61,"RT @_fuckerii: College board graders looking up James Charles, Beyonce, Nicki Minaj, Cardi B, Drake, Instagram, Kim Kardashian, Vegan Food,…",2019-05-17 12:26:40
"Sincerely, Nus.",0,453,"RT @paupaula: Me: I’m so sick of all this James Charles drama.
Tati: Why I did it...
Me: https://t.co/2PFEo0uR7U",2019-05-17 12:26:38
TheOneTrueChazzz,0,202,"RT @KEEMSTAR: I find it’s a bit strange Tati is asking for the Jame Charles Hate to stop when it already stopped &amp; he’s gaining subs. 

If…",2019-05-17 12:26:28
H,0,63,"RT @pnhesrhen: James Charles and Tati Westbrook in America while, Mika Salamanca and Killa Kush in Ph
Omyghasz",2019-05-17 12:26:27
niggacado,0,0,Fellas y’all see that absolutely mad game from Giannis Antentekounmpo the other day he completely went off okay now… https://t.co/lySYkglxm1,2019-05-17 12:26:25
jesus but latino🐝🇩🇴,0,0,"bruh i couldn't give less of a fuck about james charles or tita, @YouTube stop recommending it's annoying",2019-05-17 12:26:21
Bold Dress,0,0,Tati Westbrook Announces YouTube Hiatus Following James Charles Feud https://t.co/MMJsttYHFJ #Fashion #Beauty,2019-05-17 12:26:21
Gossip Girl,0,5,RT @ItsTheoMcCoy: everyone out here acting like james charles is ted bundy for sliding into guys dms and telling them they’re cute. since w…,2019-05-17 12:26:21
Anything with Andy,0,0,@imbabybean James charles who? Tati who? This is the real tea in the beanie baby community,2019-05-17 12:26:19
nat,0,61,"RT @AsheLilith: Just because James Charles got ""cancelledt"" 

Doesn't mean one small fucking thing ya'll be cancelling people too. 

You fu…",2019-05-17 12:26:18
Caroline Fosse,0,0,"And I don't know how many times I can say this, but I'm not defending James Charles. All I'm saying is that people… https://t.co/u1d87ItaOS",2019-05-17 12:26:10
nadi han,0,13928,"RT @hurdlermiller: Okay I’m done, this meme of Tati on James Charles wins https://t.co/djjxjDaVPj",2019-05-17 12:26:08
Aeris,0,0,"RT @aesnuc: who has a better reputation 😂

james charles or me

rt for james charles
like for me https://t.co/7vz4ZfBT0P",2019-05-17 12:25:54
Ellen 🏳️‍🌈,0,123743,RT @emmymhartman: Me dancing to James Charles apology https://t.co/3PF5Q0Zehb,2019-05-17 12:25:48
Kyrie Irving,0,0,@BrizzyBabie James Charles called me that and you aint bashing him,2019-05-17 12:25:34
friends of tamar braxton,0,4,RT @ecareyo: My favorite part of Tati’s follow-up video is when she says she wanted to meet James Charles in a safe space at one of the Goo…,2019-05-17 12:25:34
mynameschristina,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:25:32
Nico Ferrara,0,24233,RT @goodbeanalt: James Charles being cancelled by the entire internet in a day is the modern version of Caesar being stabbed 23 times by th…,2019-05-17 12:25:29
lxxsx,0,1857,"RT @televisedlouis: Who’s done more for the beauty community?

RT for Louis Tomlinson 

Like for James Charles https://t.co/0HpbFZjAZe",2019-05-17 12:25:21
Karen Michelle,0,0,@halsey @LilNasX Oh look it James Charles’s Coachella outfit.,2019-05-17 12:25:18
H,0,48,"RT @Leecarlo6: JAMES CHARLES? CANCELLED.
DRIAN BAUTISTA? CANCELLED.
MIKA SALAMANCA? CANCELLED.

WHO'S NEXT?!

ctto. https://t.co/2eRM8FLr9S",2019-05-17 12:25:06
SquidwardDragneel,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:25:05
VictorRed22| Taking it slow cause of school!,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:25:03
qvotes,0,13111,RT @trumansoph: Straight men are mad at James Charles for trying to get with straight guys yet y’all are happy to say to gay girls ‘I recko…,2019-05-17 12:24:45
ya boi,0,2994,RT @DolanDark: James Charles: The Movie https://t.co/pZG8qYU7r3,2019-05-17 12:24:43
joyce 💸,0,7415,RT @LindsBallantine: Me explaining the James Charles and Tati drama to my uninterested boyfriend #jamescharlesiscancelled https://t.co/03yI…,2019-05-17 12:24:17
zetty.,0,20853,RT @insecurechambie: james charles joining jordyn woods and pete davidson in the homeless shelter  https://t.co/5SNz4vuHe2,2019-05-17 12:24:15
Jack King,0,6769,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:24:15
#영원히 백현,0,24,"RT @Bidita7: #백현 #baekhyun @weareoneEXO #exo @B_hundred_Hyun #kpop
#BaekhyunYoutubeChannel

YouTube..a toxic platform😞

Tati: I make ""T.E.A…",2019-05-17 12:24:11
meriah,0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 12:23:49
Meaghan Beckman,0,6769,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:23:38
Logan Garcia,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:23:27
Katie O'Connell,0,190,RT @CaucasianJames: damn i really am replacing james charles https://t.co/3wgpyPMDVz,2019-05-17 12:23:20
Luis Gustavo🐝,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:23:20
Mintyoreos,2,0,@JaclynGlenn People are too busy talking about Trisha Paytas and James Charles LOL... The priorities. 😒,2019-05-17 12:23:13
kali🦋,0,3,"RT @umcassi: James Charles is- 

Okay while I’ve got your attention, here’s a friendly reminder on your feed that pillow cases are one of t…",2019-05-17 12:23:11
PP GJ-👌,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:22:57
patrick,0,2507,RT @erkancomlekci: James Charles running away after having a FLOP apology video https://t.co/aUbmNOMHqi,2019-05-17 12:22:54
bearah,0,123743,RT @emmymhartman: Me dancing to James Charles apology https://t.co/3PF5Q0Zehb,2019-05-17 12:22:53
Scarlett,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:22:40
Chief Col,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:22:32
Bride & Groom,0,0,Tati Westbrook Announces YouTube Hiatus Following James Charles Feud https://t.co/aPh0Kpmo6q,2019-05-17 12:22:29
Jhall,0,0,@hydratedangel @dhedgcombeox Because it is James Charles face,2019-05-17 12:22:28
Crunchy Guy,0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 12:22:06
mattie morel,0,15464,"RT @alfiexrose: okay i get that everyone is mad at james charles but he actually made a good point here, https://t.co/qkGJjXy47I",2019-05-17 12:22:05
Shmowked,0,0,@Ninja @JeffreeStar Go to James Charles house next,2019-05-17 12:22:05
JudasTheRudest,0,0,New vid up about James Charles and the epidemic of YouTubers making asses of themselves. https://t.co/qsjy6f7yf6,2019-05-17 12:22:03
𝓁𝒶𝓊𝓇𝑒𝓃🐊,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:22:00
simmy kaur,0,4485,"RT @TURBULENT_MP3: James Charles : 
- transphobic 
- hunt on straight guys 
- charges $500 for a m&amp;g 
- can’t sing
- no tv show

Big Time R…",2019-05-17 12:21:52
rensbernal🥀🌈,0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 12:21:50
badbitch_named_stacy👌🏾,0,2507,RT @erkancomlekci: James Charles running away after having a FLOP apology video https://t.co/aUbmNOMHqi,2019-05-17 12:21:49
methahahihihoho,0,665,"RT @markflirts: who did more for the beauty community?

rt for mark lee
like for james charles https://t.co/DCymuDpzhA",2019-05-17 12:21:41
litawolfhard,0,1,RT @jarinpat: Me making my quick lunch while catchibg up about James Charles VS. Tati’s Scandals #jamescharles #Tati #tatiside okay its ent…,2019-05-17 12:21:34
diana from the losers club,0,37,"RT @woIviex: admit it, james mcavoy’s charles xavier is irreplacable, good luck mcu if y’all going to plan for recasting 

cr: jamesmcavoy…",2019-05-17 12:21:28
27 DAYS NALANG PASUKAN NA! 😍,2,0,I agree with tati that we should stop public shaming james charles just sayin'🙅,2019-05-17 12:21:27
DJTimotei@MAHARAJATOHO18,0,0,@_Lethality I hate James Charles.,2019-05-17 12:21:22
VOOTS,0,108,RT @KEEMSTAR: The James Charles bleeding has stopped! #DramaAlert https://t.co/EJ1DnnKTHI,2019-05-17 12:21:21
Lois,0,0,@halsey @LilNasX james charles who?,2019-05-17 12:21:12
rafaela,1,0,i feel bad that she feels guilty because she didn’t start this at all. we’ve all been seeing james charles’ terribl… https://t.co/e4yI1tx5DX,2019-05-17 12:21:11
bianca landaluce,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 12:20:53
